5ea825309e45472ee6160ae4;[5ea824c19e45475f04573d31,5ea824c19e45475f04573d30];5ea824c49e45472ee6f06c5a;5ea824e39e45472ee651ba37;Trip;31242|2|2018-04-07 16\:53\:54.3110|2018-04-07 17\:14\:07.4760|1213|Subscriber|1993;(1588077761880,9223372036854775807),(1523120034311,1523121247476)
5ea825309e45472ee61608fa;[5ea824c19e45475f04573d31,5ea824c19e45475f04573d30];5ea825119e45472ee637eb32;5ea825079e45472ee6d6939c;Trip;20843|1|2018-12-01 02\:03\:12.1280|2018-12-01 02\:12\:05.8780|533|Subscriber|1997;(1588077761880,9223372036854775807),(1543629792128,1543630325878)
5ea825309e45472ee6163bbc;[5ea824c19e45475f04573d31,5ea824c19e45475f04573d30];5ea8250a9e45472ee6ed1289;5ea8251c9e45472ee69a45f7;Trip;33337|2|2018-08-01 07\:33\:55.0760|2018-08-01 07\:37\:57.7850|242|Subscriber|1965;(1588077761880,9223372036854775807),(1533108835076,1533109077785)
5ea825309e45472ee6166a60;[5ea824c19e45475f04573d31,5ea824c19e45475f04573d30];5ea8250a9e45472ee6f114c4;5ea8252f9e45472ee613facf;Trip;21283|1|2018-10-01 07\:25\:08.5400|2018-10-01 07\:34\:47.6180|579|Subscriber|1976;(1588077761880,9223372036854775807),(1538378708540,1538379287618)
5ea825309e45472ee6169829;[5ea824c19e45475f04573d31,5ea824c19e45475f04573d30];5ea824cc9e45472ee64d07c7;5ea8251a9e45472ee6867556;Trip;26104|1|2018-12-01 09\:50\:00.8400|2018-12-01 09\:53\:19.0640|198|Subscriber|1988;(1588077761880,9223372036854775807),(1543657800840,1543657999064)
5ea825309e45472ee616a39f;[5ea824c19e45475f04573d31,5ea824c19e45475f04573d30];5ea824fa9e45472ee650e655;5ea824cc9e45472ee64f048e;Trip;25633|1|2018-12-01 10\:01\:14.4790|2018-12-01 10\:19\:37.2060|1102|Subscriber|1982;(1588077761880,9223372036854775807),(1543658474479,1543659577206)
5ea825309e45472ee6169500;[5ea824c19e45475f04573d31,5ea824c19e45475f04573d30];5ea824e39e45472ee6554f44;5ea825009e45472ee68c7794;Trip;15332|1|2018-10-01 07\:44\:15.8340|2018-10-01 07\:50\:32.7210|376|Subscriber|1989;(1588077761880,9223372036854775807),(1538379855834,1538380232721)
5ea825309e45472ee616d718;[5ea824c19e45475f04573d31,5ea824c19e45475f04573d30];5ea824c69e45472ee60fe60b;5ea825129e45472ee63a90e3;Trip;20858|1|2018-03-22 19\:36\:43.0140|2018-03-22 19\:39\:51.7450|188|Subscriber|1995;(1588077761880,9223372036854775807),(1521747403014,1521747591745)
5ea825309e45472ee6169d56;[5ea824c19e45475f04573d31,5ea824c19e45475f04573d30];5ea824c39e45472ee6e8c3dd;5ea824ce9e45472ee66beb76;Trip;27539|1|2018-07-04 11\:25\:57.2390|2018-07-04 11\:33\:25.4410|448|Customer|1987;(1588077761880,9223372036854775807),(1530703557239,1530704005441)
5ea825309e45472ee6170b40;[5ea824c19e45475f04573d31,5ea824c19e45475f04573d30];5ea824c69e45472ee60fe60b;5ea824dc9e45472ee60d963c;Trip;27786|1|2018-04-13 07\:38\:40.1020|2018-04-13 07\:46\:10.0270|449|Subscriber|1987;(1588077761880,9223372036854775807),(1523605120102,1523605570027)
5ea825309e45472ee616fd8d;[5ea824c19e45475f04573d31,5ea824c19e45475f04573d30];5ea825149e45472ee652dd11;5ea824fd9e45472ee66dd06a;Trip;32417|1|2018-11-01 08\:26\:20.6300|2018-11-01 08\:39\:59.4130|818|Subscriber|1966;(1588077761880,9223372036854775807),(1541060780630,1541061599413)
